Activity_ID,Project_ID,Employee_ID,Activity_Date,Activity_Type,Hours_Worked,Cost,Tasks_Completed,Issues_Raised,Issues_Resolved
A000361,P0060,E020,2025-08-09,Client Review,10.3,566.05,4,1,2
A000362,P0048,E008,2025-06-02,Quality Review,5.8,445.59,4,0,1
A000363,P0019,E019,2026-03-18,Issue Resolution,4.8,372.97,2,0,1
A000364,P0111,E020,2026-01-27,Issue Resolution,4.0,247.91,6,0,1
A000365,P0078,E012,2025-12-27,Data Collection,5.5,344.88,1,1,1
A000366,P0039,E049,2026-06-02,Kickoff,4.1,380.88,5,1,2
A000367,P0050,E014,2025-05-20,Analysis,5.3,289.24,7,0,1
A000368,P0088,E010,2025-12-03,Kickoff,6.5,286.04,2,0,1
A000369,P0087,E028,2026-02-25,Reporting,4.5,414.77,5,0,1
A000370,P0056,E016,2025-06-22,Quality Review,5.0,417.88,2,1,1
A000371,P0037,E023,2025-07-27,Quality Review,5.0,246.12,7,0,0
A000372,P0080,E037,2026-04-09,Kickoff,4.7,406.25,7,0,1
A000373,P0079,E004,2026-07-05,Project Administration,4.4,220.61,2,1,2
A000374,P0072,E026,2026-05-11,Project Administration,7.4,626.39,1,0,1
A000375,P0009,E002,2026-04-17,Reporting,1.1,79.99,0,1,2
A000376,P0057,E003,2025-10-06,Kickoff,9.4,601.18,5,1,1
A000377,P0074,E005,2025-12-11,Stakeholder Meeting,5.8,525.97,7,0,0
A000378,P0115,E009,2025-04-05,Client Review,7.0,584.93,1,0,0
A000379,P0064,E018,2025-09-28,Client Review,7.3,312.41,6,0,0
A000380,P0042,E047,2025-10-21,Analysis,3.7,286.14,6,0,0
A000381,P0067,E046,2025-06-07,Issue Resolution,3.2,263.58,3,1,2
A000382,P0022,E006,2026-06-13,Project Administration,2.9,195.66,1,0,0
A000383,P0011,E050,2025-04-29,Quality Review,4.9,252.66,5,0,0
A000384,P0082,E032,2026-01-19,Stakeholder Meeting,7.2,353.29,4,0,1
A000385,P0119,E028,2025-11-01,Quality Review,4.0,373.8,6,0,0
A000386,P0102,E040,2025-12-30,Kickoff,7.0,428.45,4,0,1
A000387,P0071,E025,2026-02-07,Quality Review,0.5,33.06,0,0,1
A000388,P0005,E014,2025-01-07,Kickoff,4.5,319.0,1,0,0
A000389,P0119,E027,2025-09-18,Kickoff,8.4,344.72,3,1,2
A000390,P0054,E037,2025-09-25,Quality Review,5.1,203.38,3,0,1
A000391,P0035,E035,2026-07-17,Quality Review,3.4,159.42,2,0,1
A000392,P0108,E009,2025-03-07,Project Administration,3.9,151.79,7,0,0
A000393,P0090,E047,2025-11-01,Quality Review,0.5,44.45,2,0,0
A000394,P0090,E015,2025-06-29,Project Administration,3.0,131.64,5,0,0
A000395,P0034,E041,2025-03-31,Issue Resolution,8.1,393.61,2,1,1
A000396,P0120,E016,2026-04-08,Stakeholder Meeting,4.0,268.95,7,1,2
A000397,P0055,E004,2026-01-14,Project Administration,4.3,381.72,7,0,0
A000398,P0064,E050,2025-12-19,Quality Review,0.5,18.97,6,0,1
A000399,P0091,E030,2025-07-30,Reporting,1.4,67.14,6,0,1
A000400,P0080,E011,2026-05-26,Kickoff,8.5,663.35,5,0,0
A000401,P0021,E001,2026-03-26,Data Collection,7.0,463.06,4,1,2
A000402,P0037,E007,2025-10-27,Quality Review,2.3,162.54,4,0,0
A000403,P0044,E009,2025-09-22,Analysis,3.9,140.47,0,1,2
A000404,P0114,E047,2026-09-01,Reporting,5.4,469.84,7,0,0
A000405,P0086,E009,2026-02-03,Kickoff,2.5,174.31,7,0,1
A000406,P0044,E009,2025-10-25,Analysis,0.5,42.53,4,1,1
A000407,P0089,E042,2025-03-21,Reporting,5.1,473.41,6,0,0
A000408,P0089,E044,2025-03-13,Reporting,6.9,544.61,3,1,2
A000409,P0048,E011,2025-07-10,Project Administration,7.0,258.02,0,1,1
A000410,P0049,E033,2025-06-09,Project Administration,7.7,598.23,6,0,0
A000411,P0108,E027,2025-03-23,Issue Resolution,1.6,110.09,4,0,1
A000412,P0068,E029,2025-07-18,Kickoff,5.6,230.79,7,0,0
A000413,P0018,E016,2025-03-14,Reporting,4.8,245.88,1,0,1
A000414,P0087,E038,2026-03-08,Analysis,5.3,239.19,3,0,0
A000415,P0071,E045,2026-01-28,Analysis,5.0,452.45,5,0,1
A000416,P0062,E037,2025-07-23,Data Collection,3.8,314.32,1,0,0
A000417,P0088,E046,2025-12-06,Quality Review,0.5,38.53,7,1,2
A000418,P0109,E006,2025-11-11,Data Collection,8.4,678.71,4,1,1
A000419,P0040,E033,2026-07-05,Quality Review,6.3,447.77,1,1,1
A000420,P0051,E050,2025-09-02,Data Collection,1.8,155.37,5,0,0
A000421,P0023,E027,2025-05-13,Quality Review,6.7,326.4,7,0,0
A000422,P0078,E048,2025-11-15,Reporting,4.4,220.13,2,0,0
A000423,P0049,E018,2025-05-05,Data Collection,4.5,317.27,4,1,2
A000424,P0042,E045,2025-09-27,Kickoff,3.6,300.99,5,1,2
A000425,P0084,E047,2026-06-17,Issue Resolution,6.8,579.0,1,1,1
A000426,P0049,E032,2025-06-01,Client Review,3.5,327.51,4,0,0
A000427,P0056,E036,2025-06-15,Analysis,2.8,226.06,4,1,2
A000428,P0053,E027,2025-05-13,Issue Resolution,8.3,406.41,2,1,1
A000429,P0032,E016,2026-02-17,Data Collection,5.1,249.08,2,0,1
A000430,P0016,E027,2026-07-30,Project Administration,5.1,314.85,5,0,0
A000431,P0100,E049,2025-04-07,Data Collection,7.2,532.87,6,0,1
A000432,P0012,E001,2026-05-03,Reporting,3.8,249.96,3,0,0
A000433,P0039,E011,2026-07-10,Kickoff,4.3,167.91,1,0,1
A000434,P0081,E025,2025-12-18,Data Collection,6.3,402.66,6,0,1
A000435,P0016,E017,2026-07-15,Stakeholder Meeting,1.6,134.44,1,0,0
A000436,P0079,E032,2026-05-22,Kickoff,6.1,301.46,0,1,2
A000437,P0088,E019,2025-12-28,Quality Review,3.6,263.17,2,1,2
A000438,P0080,E033,2026-06-06,Analysis,7.6,388.99,6,1,1
A000439,P0037,E006,2025-09-30,Kickoff,6.9,471.55,6,1,1
A000440,P0003,E017,2025-08-17,Project Administration,6.5,500.88,2,0,0
A000441,P0107,E035,2026-01-30,Project Administration,1.5,71.15,4,1,2
A000442,P0040,E024,2026-04-24,Project Administration,5.2,412.74,7,0,1
A000443,P0097,E036,2025-10-12,Data Collection,2.6,196.54,5,1,1
A000444,P0024,E032,2026-06-29,Stakeholder Meeting,5.4,290.33,6,1,1
A000445,P0020,E017,2026-04-18,Analysis,0.5,44.35,0,1,1
A000446,P0094,E022,2025-04-28,Analysis,1.6,130.93,1,0,1
A000447,P0113,E049,2026-06-20,Stakeholder Meeting,8.5,563.28,0,0,1
A000448,P0104,E049,2025-04-16,Quality Review,6.4,255.75,7,0,0
A000449,P0091,E002,2025-04-15,Quality Review,4.6,282.61,2,0,1
A000450,P0030,E036,2026-02-25,Analysis,3.2,175.33,3,0,0
A000451,P0110,E025,2026-06-13,Project Administration,2.8,142.09,4,0,1
A000452,P0081,E001,2026-01-12,Project Administration,6.0,441.69,4,0,0
A000453,P0021,E032,2026-03-17,Analysis,4.6,415.4,0,1,2
A000454,P0016,E002,2026-07-12,Data Collection,9.4,411.66,7,0,0
A000455,P0105,E016,2025-12-07,Quality Review,5.0,397.49,3,1,1
A000456,P0034,E035,2025-04-06,Stakeholder Meeting,5.6,404.9,7,0,1
A000457,P0092,E041,2026-03-21,Project Administration,2.0,150.04,6,0,0
A000458,P0017,E021,2026-01-08,Stakeholder Meeting,4.6,394.27,5,0,1
A000459,P0034,E041,2025-04-12,Kickoff,5.9,339.41,5,1,2
A000460,P0035,E042,2026-07-07,Data Collection,4.6,320.96,7,0,0
A000461,P0034,E023,2025-03-26,Kickoff,4.3,221.92,2,1,1
A000462,P0081,E009,2025-12-30,Stakeholder Meeting,6.3,327.93,2,0,1
A000463,P0110,E033,2026-05-19,Analysis,9.3,611.91,5,0,1
A000464,P0110,E001,2026-05-30,Issue Resolution,5.9,209.08,1,0,1
A000465,P0089,E045,2025-03-01,Project Administration,8.4,419.05,6,0,1
A000466,P0025,E020,2025-11-24,Data Collection,7.1,313.09,0,0,1
A000467,P0116,E039,2026-03-10,Project Administration,8.2,345.98,7,1,2
A000468,P0066,E037,2026-01-30,Reporting,4.0,232.31,2,0,0
A000469,P0066,E024,2026-02-02,Analysis,5.0,206.31,0,0,1
A000470,P0085,E049,2026-02-18,Stakeholder Meeting,5.0,221.29,4,0,0
A000471,P0093,E040,2025-02-11,Stakeholder Meeting,6.9,518.35,2,2,3
A000472,P0115,E045,2025-08-14,Data Collection,7.5,555.6,2,0,1
A000473,P0070,E005,2026-08-21,Issue Resolution,5.8,531.87,3,0,1
A000474,P0074,E025,2026-01-07,Kickoff,7.7,694.67,4,0,1
A000475,P0090,E048,2025-09-26,Kickoff,4.1,358.49,1,1,1
A000476,P0031,E041,2025-11-25,Analysis,7.7,588.72,0,0,1
A000477,P0037,E023,2025-08-19,Data Collection,8.0,407.96,3,1,2
A000478,P0076,E004,2025-09-14,Kickoff,7.2,328.96,2,1,2
A000479,P0008,E015,2025-10-25,Stakeholder Meeting,5.8,533.4,4,0,0
A000480,P0039,E029,2026-05-30,Stakeholder Meeting,7.3,675.82,5,0,1
A000481,P0087,E033,2026-02-15,Data Collection,3.3,215.38,4,0,1
A000482,P0118,E047,2025-12-12,Issue Resolution,6.0,407.43,0,0,1
A000483,P0063,E005,2025-09-11,Issue Resolution,6.3,222.53,7,0,0
A000484,P0048,E020,2025-06-10,Client Review,2.2,96.61,5,0,0
A000485,P0053,E014,2025-06-27,Quality Review,6.7,453.99,0,0,1
A000486,P0083,E049,2025-05-07,Project Administration,2.4,110.18,6,1,2
A000487,P0066,E009,2026-03-12,Stakeholder Meeting,4.4,280.38,7,0,1
A000488,P0003,E012,2025-10-29,Stakeholder Meeting,5.6,463.09,4,0,0
A000489,P0065,E015,2025-07-15,Kickoff,3.7,307.27,6,0,1
A000490,P0049,E006,2025-02-26,Client Review,5.7,494.19,7,0,0
A000491,P0085,E033,2026-02-13,Kickoff,5.7,280.11,7,0,0
A000492,P0106,E027,2026-02-11,Reporting,3.4,207.11,7,1,2
A000493,P0116,E028,2026-04-21,Issue Resolution,6.9,501.01,1,0,0
A000494,P0074,E046,2025-12-28,Data Collection,3.6,251.51,0,0,0
A000495,P0044,E022,2025-10-16,Reporting,11.2,1063.38,5,1,2
A000496,P0054,E016,2025-09-03,Analysis,5.2,268.2,5,0,1
A000497,P0022,E019,2026-08-01,Stakeholder Meeting,2.6,102.13,4,0,1
A000498,P0113,E041,2026-06-02,Quality Review,3.0,174.82,1,0,1
A000499,P0102,E027,2025-11-25,Analysis,8.4,555.08,7,0,0
A000500,P0103,E009,2025-12-01,Issue Resolution,4.5,262.05,3,1,1
A000501,P0040,E035,2026-07-05,Stakeholder Meeting,2.1,113.74,5,1,1
A000502,P0039,E038,2026-06-29,Quality Review,7.6,383.31,4,1,2
A000503,P0103,E013,2026-01-27,Issue Resolution,4.5,272.92,7,0,1
A000504,P0066,E028,2026-02-23,Analysis,7.1,542.1,5,1,2
A000505,P0085,E029,2025-12-22,Quality Review,7.8,342.67,5,0,0
A000506,P0059,E009,2025-11-03,Project Administration,6.2,538.98,6,2,3
A000507,P0054,E001,2025-08-09,Stakeholder Meeting,11.5,844.87,0,1,2
A000508,P0076,E036,2025-07-13,Data Collection,1.2,49.73,5,0,0
A000509,P0098,E031,2026-07-26,Analysis,3.5,127.44,4,1,1
A000510,P0041,E036,2026-05-12,Project Administration,4.9,186.6,6,0,1
A000511,P0098,E019,2026-04-15,Client Review,11.2,452.73,1,0,0
A000512,P0030,E026,2026-01-14,Issue Resolution,10.0,736.12,4,0,1
A000513,P0049,E050,2025-03-20,Analysis,8.7,795.63,2,0,0
A000514,P0110,E012,2026-05-28,Issue Resolution,3.5,150.49,0,0,0
A000515,P0115,E033,2025-05-10,Stakeholder Meeting,3.8,197.83,4,1,1
A000516,P0111,E007,2026-02-04,Issue Resolution,3.4,295.63,0,0,1
A000517,P0038,E004,2025-09-29,Issue Resolution,3.5,228.69,0,1,1
A000518,P0102,E048,2025-12-16,Data Collection,9.2,557.78,4,0,1
A000519,P0113,E007,2026-07-04,Project Administration,4.9,310.63,7,1,2
A000520,P0118,E033,2025-11-30,Reporting,5.2,213.55,5,1,1
A000521,P0003,E026,2025-10-24,Client Review,7.4,356.5,0,1,2
A000522,P0090,E041,2025-10-23,Client Review,1.3,120.54,0,0,0
A000523,P0120,E028,2026-04-05,Data Collection,5.6,412.19,3,1,2
A000524,P0092,E035,2026-03-27,Client Review,2.8,146.1,3,0,1
A000525,P0028,E045,2026-02-12,Data Collection,4.8,440.73,0,1,2
A000526,P0092,E042,2026-04-06,Analysis,4.0,235.4,2,0,1
A000527,P0013,E037,2025-03-05,Data Collection,3.9,169.46,1,0,0
A000528,P0058,E009,2025-07-16,Data Collection,6.1,566.81,4,0,0
A000529,P0076,E009,2025-09-27,Project Administration,6.1,457.23,5,0,0
A000530,P0055,E025,2025-12-07,Analysis,5.0,400.84,3,0,0
A000531,P0084,E033,2026-04-30,Stakeholder Meeting,6.4,232.64,4,0,1
A000532,P0029,E034,2025-11-29,Quality Review,3.3,171.56,1,0,0
A000533,P0073,E040,2026-07-28,Client Review,7.2,660.42,6,2,3
A000534,P0078,E006,2025-12-23,Reporting,5.0,221.66,0,0,1
A000535,P0077,E009,2025-11-06,Quality Review,4.3,375.86,4,0,1
A000536,P0035,E008,2026-07-08,Issue Resolution,3.5,284.3,2,1,2
A000537,P0037,E028,2025-08-17,Quality Review,4.9,282.78,3,0,0
A000538,P0031,E032,2025-11-26,Client Review,10.2,899.67,4,1,2
A000539,P0056,E006,2025-05-13,Project Administration,5.3,478.92,5,0,1
A000540,P0071,E044,2025-12-27,Client Review,2.6,226.23,7,0,1
A000541,P0044,E016,2025-08-18,Kickoff,7.8,463.7,4,0,1
A000542,P0050,E034,2025-05-06,Analysis,4.3,301.98,1,1,1
A000543,P0035,E038,2026-04-06,Reporting,6.2,330.88,4,1,2
A000544,P0027,E002,2026-01-01,Quality Review,4.0,171.19,4,1,2
A000545,P0079,E044,2026-05-22,Analysis,8.7,775.4,6,0,0
A000546,P0098,E049,2026-06-15,Stakeholder Meeting,4.0,375.48,4,1,1
A000547,P0035,E048,2026-04-24,Kickoff,9.0,346.64,6,0,1
A000548,P0104,E007,2025-06-05,Analysis,2.9,221.17,5,1,2
A000549,P0069,E020,2026-03-14,Issue Resolution,4.8,441.38,4,0,0
A000550,P0021,E012,2026-06-21,Kickoff,9.0,643.28,2,1,2
A000551,P0044,E023,2025-09-22,Issue Resolution,5.9,223.17,2,2,3
A000552,P0001,E049,2026-07-01,Stakeholder Meeting,11.2,402.02,0,0,1
A000553,P0005,E039,2025-01-29,Issue Resolution,4.8,313.18,4,1,2
A000554,P0041,E039,2026-06-10,Analysis,6.1,557.52,7,0,0
A000555,P0055,E022,2026-01-16,Issue Resolution,10.3,532.84,0,0,0
A000556,P0096,E047,2026-03-04,Reporting,1.7,95.23,7,0,1
A000557,P0017,E047,2026-01-09,Issue Resolution,1.4,115.86,6,1,1
A000558,P0101,E041,2026-05-24,Kickoff,3.5,290.85,3,0,0
A000559,P0029,E041,2025-12-13,Issue Resolution,7.5,687.14,2,0,0
A000560,P0017,E033,2026-01-23,Analysis,1.5,127.98,4,1,1
A000561,P0084,E005,2026-05-27,Stakeholder Meeting,7.0,494.45,6,0,0
A000562,P0093,E015,2025-01-23,Kickoff,6.8,621.01,0,1,2
A000563,P0073,E039,2026-09-04,Project Administration,10.5,754.58,3,0,1
A000564,P0014,E017,2025-03-08,Reporting,8.1,575.87,0,0,0
A000565,P0014,E009,2025-01-30,Project Administration,6.4,229.95,5,1,1
A000566,P0047,E048,2025-08-20,Reporting,8.9,554.71,0,0,1
A000567,P0055,E025,2026-02-08,Data Collection,6.8,255.52,2,0,1
A000568,P0120,E044,2026-07-26,Stakeholder Meeting,4.3,382.38,5,0,0
A000569,P0035,E015,2026-05-17,Stakeholder Meeting,2.6,92.63,6,1,2
A000570,P0024,E018,2026-08-08,Data Collection,4.1,219.02,1,0,0
A000571,P0114,E018,2026-07-06,Project Administration,5.4,511.4,4,2,2
A000572,P0019,E019,2026-04-13,Project Administration,5.9,487.95,1,1,2
A000573,P0004,E022,2025-05-12,Reporting,0.5,40.23,4,0,0
A000574,P0051,E015,2025-12-19,Reporting,5.0,388.86,0,0,0
A000575,P0049,E041,2025-06-07,Client Review,5.6,213.22,6,0,1
A000576,P0075,E017,2026-04-11,Client Review,6.9,360.81,0,0,1
A000577,P0106,E023,2026-02-27,Kickoff,9.6,795.91,4,0,1
A000578,P0112,E044,2025-04-20,Quality Review,6.0,532.4,3,0,0
A000579,P0035,E022,2026-04-25,Client Review,3.2,179.21,1,0,0
A000580,P0118,E001,2025-12-11,Issue Resolution,1.0,50.56,4,1,2
A000581,P0076,E001,2025-08-06,Reporting,7.2,353.91,1,0,0
A000582,P0009,E022,2026-04-20,Project Administration,3.3,224.02,4,0,0
A000583,P0113,E033,2026-08-16,Reporting,7.7,404.17,5,0,1
A000584,P0017,E048,2026-01-12,Stakeholder Meeting,9.0,326.52,3,0,1
A000585,P0071,E007,2026-01-04,Stakeholder Meeting,1.6,93.51,2,0,0
A000586,P0095,E028,2026-02-04,Client Review,6.9,470.75,3,1,2
A000587,P0030,E015,2026-03-27,Issue Resolution,8.7,635.57,7,0,0
A000588,P0033,E023,2026-03-11,Analysis,8.0,444.62,6,0,0
A000589,P0058,E023,2025-08-20,Analysis,0.5,26.92,0,1,1
A000590,P0107,E016,2026-01-23,Reporting,3.4,176.91,2,0,1
A000591,P0027,E001,2026-01-13,Client Review,2.3,166.52,0,1,2
A000592,P0080,E004,2026-06-08,Stakeholder Meeting,6.8,353.72,1,0,0
A000593,P0055,E027,2026-02-01,Reporting,6.5,585.07,6,1,2
A000594,P0014,E012,2025-03-13,Kickoff,0.5,25.95,6,1,2
A000595,P0086,E017,2026-01-16,Analysis,4.7,387.54,3,1,2
A000596,P0100,E005,2025-04-07,Project Administration,7.5,406.38,5,0,0
A000597,P0070,E003,2026-07-05,Reporting,5.9,431.2,2,0,1
A000598,P0022,E007,2026-05-26,Issue Resolution,5.9,453.95,3,1,1
A000599,P0019,E019,2026-04-24,Data Collection,4.6,209.13,6,0,1
A000600,P0051,E009,2026-01-14,Analysis,2.9,167.61,2,0,0
A000601,P0061,E012,2026-05-06,Project Administration,5.5,234.6,2,0,0
A000602,P0067,E016,2025-05-24,Project Administration,5.6,367.58,1,0,1
A000603,P0030,E015,2025-12-05,Issue Resolution,7.0,626.96,1,0,0
A000604,P0061,E001,2026-04-20,Analysis,7.2,509.57,0,0,0
A000605,P0036,E006,2025-11-13,Issue Resolution,5.7,439.47,6,0,0
A000606,P0083,E048,2025-04-30,Quality Review,8.2,426.26,6,0,1
A000607,P0096,E034,2026-03-04,Issue Resolution,4.6,290.23,3,0,0
A000608,P0079,E007,2026-06-25,Issue Resolution,1.9,150.95,4,0,1
A000609,P0001,E015,2026-08-10,Stakeholder Meeting,6.7,287.28,1,1,2
A000610,P0120,E020,2026-07-25,Analysis,5.8,245.35,0,0,1
A000611,P0003,E046,2025-09-13,Project Administration,6.7,324.72,4,0,1
A000612,P0120,E044,2026-06-23,Quality Review,2.3,113.18,1,1,2
A000613,P0004,E039,2025-06-10,Stakeholder Meeting,10.0,927.44,6,0,0
A000614,P0062,E006,2025-07-23,Reporting,7.3,324.97,2,0,0
A000615,P0013,E025,2025-02-27,Project Administration,4.8,198.28,5,0,1
A000616,P0012,E025,2026-05-02,Data Collection,3.2,138.44,2,0,1
A000617,P0083,E032,2025-04-20,Project Administration,8.2,386.83,1,0,0
A000618,P0088,E043,2025-12-20,Stakeholder Meeting,2.7,154.23,4,0,1
A000619,P0015,E017,2025-08-06,Kickoff,11.2,524.49,1,1,1
A000620,P0118,E028,2025-11-28,Analysis,4.0,161.07,3,0,1
A000621,P0039,E014,2026-06-22,Quality Review,9.8,423.33,2,0,0
A000622,P0039,E011,2026-05-20,Client Review,5.0,411.9,7,0,1
A000623,P0036,E016,2025-10-11,Reporting,9.5,628.94,4,0,0
A000624,P0056,E037,2025-06-12,Data Collection,3.7,295.09,5,0,1
A000625,P0022,E022,2026-04-23,Quality Review,5.5,250.81,4,1,2
A000626,P0051,E035,2025-12-23,Analysis,7.5,399.83,7,1,1
A000627,P0026,E035,2026-06-16,Analysis,7.2,676.36,3,1,1
A000628,P0007,E019,2026-08-04,Client Review,8.3,333.16,6,0,1
A000629,P0045,E048,2026-01-02,Issue Resolution,4.3,263.68,7,0,1
A000630,P0081,E003,2025-12-23,Data Collection,5.7,300.65,7,0,0
A000631,P0092,E045,2026-04-08,Reporting,8.6,304.78,5,0,1
A000632,P0043,E001,2026-04-19,Stakeholder Meeting,3.7,252.14,7,0,0
A000633,P0039,E020,2026-05-18,Stakeholder Meeting,6.9,469.2,5,0,1
A000634,P0095,E042,2025-12-31,Client Review,5.0,271.14,2,0,1
A000635,P0082,E035,2026-04-27,Analysis,6.0,380.01,1,0,1
A000636,P0100,E017,2025-03-11,Client Review,5.7,333.55,1,0,1
A000637,P0109,E045,2025-10-04,Stakeholder Meeting,3.5,219.98,4,0,1
A000638,P0099,E007,2026-06-05,Kickoff,4.8,412.24,1,0,1
A000639,P0113,E034,2026-07-09,Issue Resolution,5.9,459.25,1,0,0
A000640,P0050,E026,2025-05-31,Issue Resolution,5.2,269.44,5,0,1
A000641,P0048,E011,2025-06-22,Reporting,9.4,464.1,2,0,0
A000642,P0039,E047,2026-06-13,Client Review,8.0,628.1,5,0,1
A000643,P0029,E039,2025-11-26,Data Collection,6.2,300.52,7,1,1
A000644,P0090,E001,2025-06-03,Stakeholder Meeting,3.6,322.04,0,0,1
A000645,P0086,E005,2025-10-22,Stakeholder Meeting,3.4,288.89,5,0,0
A000646,P0097,E003,2025-10-13,Client Review,10.4,521.57,6,0,0
A000647,P0021,E021,2026-06-05,Stakeholder Meeting,3.0,249.27,1,0,0
A000648,P0059,E021,2025-10-23,Client Review,5.8,269.59,6,0,0
A000649,P0027,E037,2025-11-06,Analysis,6.4,233.55,4,0,1
A000650,P0108,E034,2025-03-26,Reporting,4.7,435.54,5,0,1
A000651,P0033,E001,2026-06-24,Data Collection,3.0,242.04,0,1,2
A000652,P0018,E024,2025-03-22,Reporting,3.5,225.19,3,1,1
A000653,P0069,E040,2026-03-13,Kickoff,4.1,350.93,2,0,1
A000654,P0106,E045,2026-02-22,Client Review,3.7,146.33,1,0,0
A000655,P0110,E015,2026-06-03,Kickoff,8.8,698.55,6,1,1
A000656,P0012,E003,2026-05-03,Project Administration,5.5,508.09,4,0,1
A000657,P0040,E008,2026-05-22,Issue Resolution,4.2,353.28,7,2,3
A000658,P0019,E018,2026-04-29,Reporting,5.8,353.22,1,1,2
A000659,P0037,E023,2025-09-25,Project Administration,7.2,401.61,5,0,1
A000660,P0065,E018,2025-06-11,Issue Resolution,4.6,407.31,4,0,1
A000661,P0034,E005,2025-03-13,Data Collection,7.8,409.43,5,0,1
A000662,P0009,E018,2026-04-10,Client Review,2.3,209.87,2,1,1
A000663,P0062,E015,2025-07-11,Stakeholder Meeting,8.4,455.2,5,0,0
A000664,P0007,E025,2026-09-01,Issue Resolution,5.5,233.75,1,1,2
A000665,P0028,E004,2026-02-13,Issue Resolution,5.4,265.43,6,0,1
A000666,P0001,E040,2026-05-21,Project Administration,3.8,251.44,3,1,1
A000667,P0011,E021,2025-05-03,Quality Review,2.4,102.88,3,1,2
A000668,P0053,E016,2025-05-22,Data Collection,1.3,75.14,4,0,0
A000669,P0103,E046,2025-12-29,Data Collection,3.6,321.66,0,0,1
A000670,P0093,E038,2025-01-29,Data Collection,7.0,284.43,2,0,0
A000671,P0012,E007,2026-05-31,Project Administration,3.1,222.81,1,1,1
A000672,P0005,E008,2025-01-27,Reporting,1.6,94.76,7,1,1
A000673,P0041,E001,2026-06-07,Stakeholder Meeting,3.2,236.31,3,0,0
A000674,P0079,E029,2026-05-29,Quality Review,4.5,289.69,0,1,1
A000675,P0090,E018,2025-08-21,Data Collection,4.6,402.97,0,0,1
A000676,P0099,E019,2026-07-29,Reporting,5.2,307.58,7,0,0
A000677,P0042,E026,2025-09-27,Stakeholder Meeting,8.1,530.6,1,1,1
A000678,P0021,E027,2026-04-14,Issue Resolution,8.6,368.15,0,0,1
A000679,P0004,E001,2025-02-23,Kickoff,10.5,676.39,1,1,1
A000680,P0018,E006,2025-05-06,Project Administration,1.4,58.64,1,0,1
A000681,P0008,E040,2025-10-03,Kickoff,3.4,237.96,0,0,1
A000682,P0104,E048,2025-03-29,Stakeholder Meeting,7.2,436.63,7,0,1
A000683,P0033,E042,2026-05-12,Stakeholder Meeting,4.4,360.81,0,0,1
A000684,P0099,E046,2026-04-25,Client Review,7.7,462.84,5,0,1
A000685,P0067,E024,2025-09-20,Reporting,6.0,437.01,6,1,1
A000686,P0065,E042,2025-05-22,Data Collection,9.4,362.27,5,0,1
A000687,P0055,E045,2026-01-10,Quality Review,8.1,628.57,1,0,0
A000688,P0099,E045,2026-06-22,Quality Review,8.2,758.06,5,0,0
A000689,P0006,E008,2025-08-27,Quality Review,4.5,278.4,2,0,1
A000690,P0012,E008,2026-05-05,Kickoff,5.3,188.63,3,0,0
A000691,P0051,E021,2025-12-28,Data Collection,4.7,334.73,2,1,2
A000692,P0048,E026,2025-08-04,Quality Review,1.7,74.31,6,1,1
A000693,P0066,E048,2026-01-11,Analysis,9.2,580.32,4,0,1
A000694,P0089,E016,2025-03-29,Quality Review,7.4,273.41,1,0,1
A000695,P0071,E042,2026-01-01,Data Collection,4.6,283.22,3,0,1
A000696,P0031,E045,2026-01-07,Client Review,8.8,769.73,6,0,0
A000697,P0040,E049,2026-04-23,Data Collection,3.9,168.18,7,1,2
A000698,P0091,E010,2025-05-20,Reporting,0.9,58.41,7,0,1
A000699,P0025,E013,2025-10-14,Issue Resolution,8.0,401.86,1,1,1
A000700,P0061,E011,2026-06-06,Stakeholder Meeting,2.3,116.52,6,0,1
A000701,P0065,E037,2025-04-20,Data Collection,5.0,367.99,4,1,1
A000702,P0091,E035,2025-07-01,Kickoff,6.0,479.38,5,1,1
A000703,P0086,E021,2025-12-04,Stakeholder Meeting,6.5,568.08,3,1,2
A000704,P0056,E005,2025-06-21,Data Collection,7.6,392.88,5,0,1
A000705,P0038,E027,2025-10-19,Issue Resolution,7.0,274.73,2,0,1
A000706,P0045,E037,2026-02-22,Project Administration,6.9,424.6,4,1,1
A000707,P0050,E024,2025-08-15,Project Administration,3.5,245.26,1,0,0
A000708,P0027,E014,2026-01-08,Project Administration,6.2,492.12,3,0,1
A000709,P0076,E030,2025-09-28,Reporting,1.7,136.62,3,0,0
A000710,P0026,E034,2026-07-07,Analysis,9.4,816.08,6,0,1
A000711,P0078,E030,2025-10-24,Quality Review,2.0,73.74,5,1,2
A000712,P0091,E044,2025-07-29,Analysis,4.6,431.76,5,0,1
A000713,P0116,E016,2026-06-15,Issue Resolution,2.2,204.62,2,0,0
A000714,P0015,E031,2025-08-05,Stakeholder Meeting,3.7,137.39,3,0,1
A000715,P0092,E043,2026-05-09,Stakeholder Meeting,5.5,295.89,3,0,0
A000716,P0011,E011,2025-05-05,Client Review,4.2,339.92,6,1,2
A000717,P0041,E015,2026-04-27,Stakeholder Meeting,8.4,535.17,1,1,1
A000718,P0022,E003,2026-06-06,Stakeholder Meeting,6.1,215.2,0,0,0
A000719,P0020,E019,2026-05-03,Analysis,4.3,242.02,4,0,1
A000720,P0022,E003,2026-07-24,Kickoff,5.2,362.63,6,0,1
